Amino acid transport and metabolism
Amino acid transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Carbohydrate transport and metabolism
Cell cycle control, cell division, chromosome partitioning
Cell wall/membrane/envelope biogenesis
Cell wall/membrane/envelope biogenesis
Coenzyme transport and metabolism
Coenzyme transport and metabolism
Coenzyme transport and metabolism
Coenzyme transport and metabolism
Coenzyme transport and metabolism
Defense mechanisms
Defense mechanisms
Defense mechanisms
Defense mechanisms
Defense mechanisms
Defense mechanisms
Energy production and conversion
Energy production and conversion
Energy production and conversion
General function prediction only
General function prediction only
General function prediction only
General function prediction only
General function prediction only
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Inorganic ion transport and metabolism
Intracellular trafficking, secretion, and vesicular transport
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Lipid transport and metabolism
Mobilome: prophages, transposons
Nucleotide transport and metabolism
Nucleotide transport and metabolism
Nucleotide transport and metabolism
Posttranslational modification, protein turnover, chaperones
Posttranslational modification, protein turnover, chaperones
Replication, recombination and repair
Signal transduction mechanisms
Signal transduction mechanisms
Transcription
Transcription
Transcription
Transcription
Transcription
Transcription
Transcription
Transcription
Transcription
Translation, ribosomal structure and biogenesis
